Rank,Institution,Country,academic_reputation_score,academic_reputation_rank,employer_reputation_score,"Employer Reputation
 RANK","Faculty Student
 SCORE","Faculty Student
 RANK","Citations per Faculty
 SCORE","Citations per Faculty
 RANK","International Faculty
 SCORE","International Faculty
 RANK","International Students
 SCORE","International Students
 RANK","International Research Network
 SCORE","International Research Network
 RANK","Employment Outcomes
 SCORE","Employment Outcomes
 RANK","Sustainability
 Score","Sustainability
 Rank",Overall
901-950,Louisiana State University,United States,9.5,601+,6.7,601+,7.8,701+,12.9,669,8.6,701+,3.8,701+,52.3,701+,18.8,589,52.8,301,-
901-950,Makerere University,Uganda,11,601+,4.2,601+,3.4,701+,4.5,701+,9.6,701+,7.5,701+,64.8,560,98.3,25,3.5,701+,-
901-950,"Manipal Academy of Higher Education, Manipal, Karnataka, India",India,10.9,601+,8.2,601+,42.9,365,4.4,701+,1.8,701+,7.7,701+,61.2,614,6.2,701+,16.5,567=,-
901-950,Michigan Technological University,United States,4.8,601+,3.7,601+,27.1,557,28.6,452,11.4,701+,11.1,697,52.1,701+,3.1,701+,1.9,701+,-
901-950,National Research Saratov State University,Russia,5,601+,2.7,601+,96.7,51,1.7,701+,3,701+,16.6,593,19.1,701+,1.8,701+,1,701+,-
901-950,Nicolaus Copernicus University ,Poland,7.6,601+,2.6,601+,53.2,287,4.9,701+,3.1,701+,5.3,701+,81.3,302,3.1,701+,1.7,701+,-
901-950,North South University,Bangladesh,13.3,601+,48.1,190,6.1,701+,2.7,701+,7.9,701+,1.1,701+,24.5,701+,6.6,701+,1.5,701+,-
901-950,Osaka Metropolitan University,Japan,12.4,601+,11.6,601+,51.3,296,6.5,701+,4.6,701+,3.1,701+,29.3,701+,5.9,701+,1.1,701+,-
901-950,Princess Sumaya University for Technology,Jordan,9.1,601+,25.3,375,11.9,701+,5.1,701+,47.3,377,50,294,6,701+,5.1,701+,1.2,701+,-
901-950,Ritsumeikan Asia Pacific University,Japan,6.1,601+,8.3,601+,2.6,701+,2.5,701+,99.9,85,99.4,50,3.7,701+,1.9,701+,1,701+,-
901-950,Robert Gordon University,United Kingdom,3.7,601+,11.5,601+,5.6,701+,5.3,701+,62.6,312,74.1,191,35.8,701+,5.6,701+,5.8,701+,-
901-950,South Ural State University (National Research University),Russia,8.4,601+,4.7,601+,44.1,353,3.6,701+,4.5,701+,13.4,655,84.1,261,4.2,701+,1.6,701+,-
901-950,Universidad Católica del Uruguay (UCU),Uruguay,12.5,601+,12.8,601+,64.4,209,1.2,701+,9.5,701+,2.8,701+,6.4,701+,15.1,658,1,701+,-
901-950,"Universidad Central ""Marta Abreu"" de Las Villas",Cuba,5.3,601+,1.4,601+,99.7,31,1.2,701+,1.1,701+,1.2,701+,17.4,701+,21.8,523,1,701+,-
901-950,Universidad EAFIT,Colombia,12.9,601+,42.8,215,4.9,701+,2.3,701+,3.1,701+,1.4,701+,11.3,701+,44.4,289,4.8,701+,-
901-950,Universidad Externado de Colombia ,Colombia,13,601+,28.9,326,36.4,439,1.1,701+,10.5,701+,1.5,701+,4.3,701+,26.4,449,1,701+,-
901-950,Universidad Nacional de Córdoba - UNC,Argentina,26.4,337,14,583,6.2,701+,1.6,701+,1.4,701+,1.5,701+,44.4,701+,10.1,701+,1.7,701+,-
901-950,Universidad Nacional Mayor de San Marcos,Peru,20.6,426,22.9,411,7.9,701+,1.3,701+,,,,,33.2,701+,38.6,329,1.1,701+,-
901-950,Universidad Pontificia Bolivariana ,Colombia,8.4,601+,8.8,601+,74.7,169,1.7,701+,3.8,701+,2.3,701+,10,701+,22,521,1.6,701+,-
901-950,Universidade Católica Portuguesa - UCP,Portugal,13,601+,13.6,596,11.9,701+,6.1,701+,9.3,701+,30.2,428,27.8,701+,43.2,296,5.8,701+,-
901-950,Universidade de Vigo,Spain,8.9,601+,5.3,601+,9.4,701+,18,583,2.1,701+,4.8,701+,79.9,325,3.8,701+,39.8,369=,-
901-950,Università degli Studi della Tuscia (University of Tuscia),Italy,4.6,601+,1.2,601+,5.6,701+,43.6,315,13.7,689,10.4,701+,32.4,701+,2,701+,2.2,701+,-
901-950,Università degli studi Roma Tre,Italy,17.4,517,8,601+,2.2,701+,12.1,689,8.5,701+,4.2,701+,62.5,595,7.1,701+,19.7,537=,-
901-950,"University of Alabama, Birmingham",United States,5.8,601+,4.2,601+,56,263,16.8,607,,,,,54.5,701+,1.7,701+,2,701+,-
901-950,University of Calabria,Italy,6.8,601+,2.3,601+,5.5,701+,22.6,525,8.3,701+,6.2,701+,81.4,299,1.7,701+,29.6,447=,-
901-950,University of East London,United Kingdom,3.6,601+,3.6,601+,3.1,701+,6.2,701+,73.1,274,100,32,33.3,701+,7.6,701+,1.1,701+,-
901-950,University of Hail,Saudi Arabia,5.2,601+,1.9,601+,39.4,394,2.4,701+,100,43,3,701+,43.3,701+,2.3,701+,1.5,701+,-
901-950,University of Lodz,Poland,11.5,601+,4.1,601+,39.5,393,3.4,701+,4,701+,11.3,692,70.9,470,16.3,628,1.9,701+,-
901-950,University of Maribor,Slovenia,8,601+,6.6,601+,29.2,530,6.8,701+,1.8,701+,13,658,61,622,33.4,380,9.1,686=,-
901-950,University of Murcia,Spain,11.7,601+,2.9,601+,24.5,599,6.8,701+,1.7,701+,3.9,701+,79.8,326,3.7,701+,44.9,338=,-
901-950,University of Nairobi,Kenya,10,601+,11.7,601+,20.1,671,1.8,701+,,,,,50.1,701+,92.5,67,1.8,701+,-
901-950,University of Peshawar,Pakistan,6.9,601+,9.9,601+,34.3,462,21.4,541,,,1.9,701+,42.9,701+,15.3,649,1.1,701+,-
901-950,University of Salford,United Kingdom,6.8,601+,3.9,601+,6.4,701+,6.9,701+,36.7,435,69.8,212,63.6,579,9.6,701+,5.8,701+,-
901-950,University Paris 2 Panthéon-Assas,France,7.1,601+,3.5,601+,62.1,230,1.2,701+,11.8,701+,26.1,464,4.3,701+,53.1,238,1,701+,-
901-950,Viet Nam National University Ho Chi Minh City (VNU-HCM),Vietnam,18.8,481,24.6,389,5.7,701+,2.1,701+,4.2,701+,1.1,701+,45.7,701+,24.9,466,4.6,701+,-
901-950,Worcester Polytechnic Institute,United States,3.5,601+,5.2,601+,17.4,701+,26.2,483,42,410,23.5,499,25.6,701+,8.3,701+,1.9,701+,-
901-950,Wroclaw University of Science and Technology (WRUST),Poland,11.7,601+,18.9,470,33.7,467,5.3,701+,3.4,701+,5,701+,55.5,683,3.2,701+,1.3,701+,-
901-950,Yerevan State University,Armenia,7,601+,2.9,601+,51.4,295,1.3,701+,5.1,701+,1.7,701+,20,701+,87.4,92,1,701+,-
901-950,Yokohama City University,Japan,3.4,601+,2.4,601+,96.2,54,10.3,701+,5.4,701+,2.4,701+,10.5,701+,3.1,701+,1,701+,-
951-1000,Almaty Technological University,Kazakhstan,6.2,601+,4.2,601+,88.1,93,1,701+,25,536,4.8,701+,2.9,701+,3.3,701+,1.1,701+,-
951-1000,Athens University of Economics and Business,Greece,7.6,601+,29.3,323,1.7,701+,20,556,1.6,701+,3.1,701+,14,701+,20.9,547,2.4,701+,-
951-1000,Auburn University,United States,7.1,601+,7.7,601+,7.6,701+,17.2,597,27.6,510,6,701+,54.7,701+,16.4,627,10.9,648=,-
951-1000,Baku State University,Azerbaijan,12.9,601+,5.5,601+,41.7,373,1.4,701+,5.3,701+,2.2,701+,16.7,701+,47.7,271,1.3,701+,-
951-1000,Bina Nusantara University (BINUS),Indonesia,12.5,601+,21.8,426,19.9,678,2.1,701+,34.7,463,4.3,701+,10.7,701+,12.9,701+,4.1,701+,-
951-1000,Clark University,United States,2.6,601+,2.5,601+,18.9,701+,16.7,608,13.2,701+,84.7,154,20.2,701+,13.6,701+,6.5,701+,-
951-1000,Clemson University,United States,7.3,601+,7,601+,12.6,701+,15.2,633,11.6,701+,5.2,701+,78.5,346,7.7,701+,12.3,618=,-
951-1000,D. Serikbayev East Kazakhstan state technical university,Kazakhstan,13,601+,7.7,601+,64.2,211,1.2,701+,14.4,674,2.5,701+,2.4,701+,3.5,701+,1.3,701+,-
951-1000,Ferdowsi University of Mashhad,"Iran, Islamic Republic of",7,601+,6,601+,3.5,701+,28.2,463,1.3,701+,7.1,701+,71.7,455,5.2,701+,1.7,701+,-
951-1000,Financial University under the Government of the Russian Federation,Russia,5.3,601+,9.9,601+,39.3,397,1.6,701+,4.7,701+,19.4,557,32.4,701+,47.7,270,5.1,701+,-
951-1000,Hallym University ,South Korea,2.8,601+,1.8,601+,94.4,65,6.9,701+,3.8,701+,2.2,701+,5.7,701+,1.7,701+,1.1,701+,-
951-1000,Indian Institute of Technology Bhubaneswar,India,4.3,601+,3.5,601+,10,701+,50.2,260,1.5,701+,1,701+,6.8,701+,2.1,701+,1.9,701+,-
951-1000,Instituto Tecnológico de Buenos Aires (ITBA),Argentina,8.8,601+,24.6,387,39,401,1.3,701+,17.3,638,12.3,674,2.7,701+,22.3,515,,,-
951-1000,Khon Kaen University,Thailand,17.2,524,10.7,601+,7.4,701+,4.4,701+,5.3,701+,2.3,701+,50.9,701+,4.4,701+,31.8,431,-
951-1000,King Mongkut's University of Technology Thonburi ,Thailand,13.2,601+,6.3,601+,13.3,701+,8.5,701+,9.5,701+,3.2,701+,36.9,701+,2.6,701+,41,360=,-
951-1000,Kumamoto University,Japan,7.1,601+,2.8,601+,55.2,273,12.6,677,7.2,701+,3.5,701+,35.1,701+,2.9,701+,8,701+,-
951-1000,Mansoura University,Egypt,14.1,601+,12,601+,3.3,701+,2.6,701+,6.7,701+,5.7,701+,74.7,413,4.4,701+,40.4,363=,-
951-1000,Niigata University,Japan,4.9,601+,3.2,601+,85.3,103,3.8,701+,4.6,701+,3.1,701+,18.4,701+,5.7,701+,1.8,701+,-
951-1000,Northern Borders University,Saudi Arabia,13.1,601+,4.7,601+,20.2,666,2.1,701+,98.4,115,4.8,701+,13.1,701+,2.4,701+,1,701+,-
951-1000,Pontificia Universidad Católica del Ecuador (PUCE),Ecuador,17.3,518,16.2,524,11.5,701+,1.3,701+,14.2,677,1.7,701+,27.1,701+,34,370,1,701+,-
951-1000,Prince of Songkla University,Thailand,21.6,408,5.6,601+,16.4,701+,3.3,701+,5.3,701+,1.9,701+,40.3,701+,3.9,701+,24.2,497,-
951-1000,"Queen Margaret University , Edinburgh",United Kingdom,3.5,601+,4.3,601+,5.2,701+,18.3,579,59.9,326,73.3,199,3.3,701+,1.4,701+,1,701+,-
951-1000,Rhodes University ,South Africa,6.3,601+,7.7,601+,12.9,701+,12.6,679,,,33.2,403,54.5,701+,35.5,356,2.9,701+,-
951-1000,Riga Stradins University,Latvia,6.1,601+,13.4,601+,14.1,701+,1.9,701+,22.3,565,90.8,118,15.1,701+,11.4,701+,1.1,701+,-
951-1000,S.D. Asfendiyarov Kazakh National Medical University,Kazakhstan,6.7,601+,4.2,601+,59.7,245,1.1,701+,10.4,701+,64.7,231,3.9,701+,3.4,701+,1.1,701+,-
951-1000,Saveetha Institute of Medical and Technical Sciences (deemed to be university),India,5.5,601+,2.6,601+,21.1,655,7.2,701+,87.1,210,7.2,701+,60.8,625,1.9,701+,1.7,701+,-
951-1000,Sophia University ,Japan,12.7,601+,19.9,454,21.9,640,1.8,701+,34.5,466,10.8,701+,8.6,701+,11.7,701+,5.2,701+,-
951-1000,Southern Federal University,Russia,6.6,601+,3.8,601+,67.9,194,1.9,701+,2.9,701+,25.2,477,40.1,701+,1.8,701+,1.2,701+,-
951-1000,St. Louis University,United States,4.4,601+,2.6,601+,53.2,286,13.5,660,12.7,701+,11,698,28.7,701+,9,701+,1.7,701+,-
951-1000,The University of Alabama,United States,10,601+,20.3,449,5.3,701+,11.9,697,5.3,701+,2.5,701+,54.9,699,10.7,701+,6.7,701+,-
951-1000,The University of Lahore,Pakistan,11.1,601+,19.4,464,12.3,701+,3.3,701+,4,701+,3,701+,61.4,611,2.7,701+,19.7,537=,-
951-1000,Universidad Autónoma Metropolitana (UAM),Mexico,23.6,371,11.3,601+,3.7,701+,2.5,701+,7.8,701+,1.2,701+,45.6,701+,4.6,701+,9.4,680=,-
951-1000,Universidad de Córdoba - España,Spain,10.6,601+,3.9,601+,26.5,565,12,693,,,,,84.2,258,4.8,701+,5.6,701+,-
951-1000,Universidad de La Sabana,Colombia,21,418,25.5,370,14.2,701+,2,701+,3.9,701+,1.8,701+,13.1,701+,10.5,701+,1.1,701+,-
951-1000,Universidad de León,Spain,6.7,601+,3.6,601+,51.6,294,4.5,701+,2.3,701+,7.2,701+,44.9,701+,2.8,701+,38.5,381=,-
951-1000,Universidad de los Andes - Chile,Chile,16.4,544,18.1,486,8.4,701+,2.8,701+,12.2,701+,2,701+,22.6,701+,38.6,331,1.2,701+,-
951-1000,Universidad de San Andrés - UdeSA,Argentina,7.7,601+,19.7,460,46,336,2.2,701+,7.5,701+,4.1,701+,13.2,701+,29.8,419,,,-
951-1000,Universidad Nacional de Rosario (UNR),Argentina,19.5,460,7.7,601+,31.2,504,1.1,701+,,,6.4,701+,26.8,701+,10.7,701+,1,701+,-
951-1000,Universidad Técnica Federico Santa María (USM),Chile,9.8,601+,33,287,3.2,701+,5,701+,13.8,688,1.6,701+,41.6,701+,13.1,701+,7.6,701+,-
951-1000,Universidad Torcuato Di Tella,Argentina,12.4,601+,20.8,442,14.4,701+,2.6,701+,33.1,478,7.8,701+,4.5,701+,35.6,355,,,-
951-1000,Université Sorbonne Paris Nord,France,9.5,601+,4.1,601+,4.2,701+,29.3,441,,,,,61,619,3.9,701+,1.4,701+,-
951-1000,Université Toulouse 1 Capitole,France,13.4,601+,4.6,601+,1.7,701+,6.2,701+,25.5,526,50.2,292,52.6,701+,6.1,701+,1.8,701+,-
951-1000,Universiti Pendidikan Sultan Idris (UPSI),Malaysia,13.1,601+,9.9,601+,27.5,554,2.7,701+,21.3,583,38.3,366,21.1,701+,3.9,701+,2.2,701+,-
951-1000,University of Bahrain,Bahrain,9.7,601+,5.1,601+,7,701+,2.2,701+,87,213,8.9,701+,36.2,701+,36.3,350,1.1,701+,-
951-1000,University of Central Lancashire,United Kingdom,5.4,601+,4.9,601+,10.9,701+,3.8,701+,35.5,451,82,165,53.9,701+,2.1,701+,1.5,701+,-
951-1000,University of Colombo,Sri Lanka,13.1,601+,18,489,2.5,701+,3.2,701+,1.1,701+,1.2,701+,19.3,701+,69.6,161,16.3,570=,-
951-1000,University of Denver,United States,5.4,601+,7.4,601+,42.2,368,7.8,701+,7.7,701+,5.8,701+,32.7,701+,25.6,460,9.9,667=,-
951-1000,University of Parma,Italy,9.5,601+,2.7,601+,2.9,701+,25.4,492,3.8,701+,9.1,701+,69.4,491,9.2,701+,2.3,701+,-
951-1000,University of Regina,Canada,3.3,601+,2.5,601+,3.9,701+,21,544,7.3,701+,38.3,365,39.1,701+,4.1,701+,44.6,343=,-
951-1000,University of South Bohemia,Czech Republic,5.2,601+,2.3,601+,56,264,5.7,701+,21.5,577,11.4,687,55.3,690,1.6,701+,5.7,701+,-
951-1000,University of the Western Cape,South Africa,8.6,601+,5.3,601+,4.1,701+,14.1,653,25.2,531,3.7,701+,76.8,383,21,545,2.2,701+,-
951-1000,Yarmouk University,Jordan,14.1,601+,20.1,450,3.1,701+,2.6,701+,7.3,701+,8.8,701+,45.3,701+,33.8,375,7.5,701+,-
951-1000,Yeungnam University ,South Korea,3.8,601+,2.9,601+,13.4,701+,26.9,477,34.2,468,7.5,701+,43.9,701+,2.7,701+,1.6,701+,-
1001-1200,Al-Azhar University,Egypt,13.1,601+,10.3,601+,11,701+,1.4,701+,1.4,701+,9.5,701+,58.3,652,22.6,505,1.1,701+,-
1001-1200,Aligarh Muslim University,India,11.1,601+,2.8,601+,16.2,701+,12.1,690,1,701+,1.4,701+,46,701+,2.7,701+,13.2,606=,-
1001-1200,Amity University,India,9.8,601+,10.6,601+,10.7,701+,7.1,701+,3.7,701+,21.1,527,61.5,609,4.1,701+,10.8,650=,-
1001-1200,Amrita Vishwa Vidyapeetham,India,5.8,601+,4.7,601+,24,611,5.7,701+,35.5,450,1.6,701+,39.7,701+,1.7,701+,1.1,701+,-
1001-1200,An-Najah National University,"Palestinian Territory, Occupied",7.7,601+,12.1,601+,7.3,701+,2.3,701+,34.6,464,24.8,481,31.8,701+,21.8,524,1.1,701+,-
1001-1200,"Arab Academy for Science, Technology and Maritime Transport",Egypt,7.4,601+,8.4,601+,33,478,1.5,701+,6.8,701+,20.4,533,29.8,701+,11.4,701+,1.6,701+,-
1001-1200,Assiut University ,Egypt,11.4,601+,9.8,601+,13.6,701+,2.2,701+,11.8,701+,3.5,701+,56,678,2.5,701+,5.4,701+,-
1001-1200,Azerbaijan State Oil and Industry University,Azerbaijan,7.3,601+,5.3,601+,29.9,521,1.1,701+,17.4,634,2.6,701+,6.6,701+,31.4,401,,,-
1001-1200,Azerbaijan State University of Economics,Azerbaijan,13,601+,14.5,570,26.1,569,1.2,701+,14.2,678,3.4,701+,4.6,701+,38.6,330,1.9,701+,-
1001-1200,Banaras Hindu University,India,13.5,601+,8,601+,12.4,701+,9,701+,1.2,701+,1.7,701+,56.4,673,8.8,701+,2.7,701+,-
1001-1200,Baylor University,United States,6.1,601+,9.1,601+,11.9,701+,7.5,701+,2.4,701+,3.8,701+,41.8,701+,11.6,701+,4,701+,-
1001-1200,Bielefeld University,Germany,14.2,601+,3.3,601+,8,701+,6.7,701+,20,597,7,701+,67,524,2.9,701+,4.9,701+,-
1001-1200,Binghamton University SUNY,United States,7,601+,5.1,601+,5.7,701+,15.8,624,10.8,701+,10.3,701+,44.2,701+,3.9,701+,3.1,701+,-
1001-1200,Birmingham City University ,United Kingdom,6.2,601+,4.4,601+,7.3,701+,3.2,701+,42,409,73.8,195,27.2,701+,6.5,701+,1.4,701+,-
1001-1200,BRAC University,Bangladesh,11.6,601+,27.9,344,10,701+,2,701+,2,701+,1.4,701+,21.4,701+,3.8,701+,1.1,701+,-
1001-1200,Brigham Young University,United States,7.5,601+,7,601+,4.8,701+,10.4,701+,1.3,701+,3,701+,52.4,701+,22.2,520,3.8,701+,-
1001-1200,Canterbury Christ Church University,United Kingdom,5.1,601+,2.2,601+,4.7,701+,3.7,701+,34.5,465,87.6,136,17.7,701+,1.3,701+,1,701+,-
1001-1200,Chang Jung Christian University,Taiwan,8.5,601+,4.6,601+,48.4,323,1.6,701+,6.1,701+,4.4,701+,4.8,701+,2,701+,1.1,701+,-
1001-1200,Chung Yuan Christian University,Taiwan,6.3,601+,5.3,601+,4.3,701+,15.6,626,3.9,701+,6.7,701+,15.1,701+,22.4,512,7.9,701+,-
1001-1200,Chungbuk National University,South Korea,3.8,601+,2.7,601+,34.1,463,10.3,701+,10.5,701+,7.7,701+,27.4,701+,1.7,701+,15.4,585=,-
1001-1200,College of William and Mary,United States,8.1,601+,9.1,601+,20.9,657,11.4,701+,6.3,701+,5.4,701+,33.1,701+,23.7,476,4.3,701+,-
1001-1200,Corvinus University of Budapest,Hungary,10.3,601+,21.6,427,4.7,701+,3.1,701+,7.3,701+,34.8,393,19.3,701+,33.5,377,1,701+,-
1001-1200,Cracow University of Technology (Politechnika Krakowska),Poland,11,601+,21.3,431,21.7,642,4.7,701+,2.6,701+,3.3,701+,46.5,701+,5.4,701+,1,701+,-
1001-1200,Dankook University ,South Korea,5.8,601+,4,601+,59.2,248,3,701+,4.2,701+,7.1,701+,13,701+,2.9,701+,4.1,701+,-
1001-1200,EGE UNIVERSITY,Turkey,10,601+,13.6,595,15.8,701+,3.2,701+,1.3,701+,7.8,701+,68.6,506,2.1,701+,1.4,701+,-
1001-1200,Escuela Superior Politécnica del Litoral (ESPOL),Ecuador,14.3,601+,8.4,601+,22.4,627,2.6,701+,12,701+,1.6,701+,27.5,701+,8.6,701+,22.7,509,-
1001-1200,Fordham University ,United States,6.8,601+,8.3,601+,14.8,701+,5.4,701+,6.3,701+,13.9,641,23.9,701+,29.1,427,1.4,701+,-
1001-1200,Gebze Technical University (GTU),Turkey,4.5,601+,3.4,601+,7.8,701+,18.5,574,6.2,701+,3.8,701+,37.3,701+,2.3,701+,3.8,701+,-
1001-1200,George Mason University,United States,8.8,601+,4.8,601+,12.4,701+,9.2,701+,10,701+,15.3,616,60.9,623,11.9,701+,22.5,510=,-
1001-1200,Gifu University,Japan,6.6,601+,2.3,601+,57.9,253,7.6,701+,4.3,701+,3.3,701+,20.6,701+,1.8,701+,3.1,701+,-
1001-1200,Glasgow Caledonian University,United Kingdom,5.2,601+,5.4,601+,4.3,701+,6.3,701+,30.1,494,34.9,392,37.2,701+,6.8,701+,23.5,503=,-
1001-1200,Gunma University,Japan,3.5,601+,1.9,601+,85.8,102,4.7,701+,4,701+,3.2,701+,8.7,701+,1.9,701+,1,701+,-
1001-1200,Guru Gobind Singh Indraprastha University,India,4.5,601+,4.4,601+,6.6,701+,27.7,469,3.7,701+,5.1,701+,17.3,701+,6.4,701+,2.2,701+,-
1001-1200,Harbin Engineering University,China (Mainland),5.4,601+,2.4,601+,16.5,701+,28.1,464,2.3,701+,2.2,701+,32.4,701+,3.8,701+,1.3,701+,-
1001-1200,Hohai University,China (Mainland),4.1,601+,1.5,601+,7.9,701+,16.5,614,,,,,70.7,474,2.2,701+,2.4,701+,-
1001-1200,Howard University,United States,7,601+,9.2,601+,38.9,403,3,701+,1.1,701+,4.1,701+,31.9,701+,18.8,588,1.1,701+,-
1001-1200,Hungarian University of Agriculture and Life Sciences,Hungary,6,601+,4.9,601+,30.4,514,3.2,701+,2.2,701+,29.2,437,53.5,701+,3.6,701+,1.3,701+,-
1001-1200,Indiana University–Purdue University Indianapolis,United States,7.1,601+,4.5,601+,22.2,634,10,701+,28.8,503,6.6,701+,33.6,701+,3.7,701+,6.7,701+,-
1001-1200,International Christian University,Japan,5.2,601+,11.5,601+,19.4,686,1.5,701+,76.3,254,4.5,701+,10.1,701+,12,701+,,,-
1001-1200,International Islamic University Islamabad (IIU),Pakistan,7,601+,10.7,601+,3.5,701+,8,701+,4.2,701+,6.1,701+,50.3,701+,4.3,701+,1.1,701+,-
1001-1200,Islamic University of Madinah,Saudi Arabia,5.5,601+,1.9,601+,6.6,701+,1.5,701+,36.3,440,100,5,10.3,701+,2.1,701+,1,701+,-
1001-1200,"ITESO, Universidad Jesuita de Guadalajara",Mexico,6.3,601+,4.4,601+,72.8,181,1,701+,2.4,701+,1.5,701+,3.5,701+,1.9,701+,1,701+,-
1001-1200,Jiangnan University,China (Mainland),4.4,601+,3.3,601+,20,672,26.7,479,,,,,44.4,701+,1.4,701+,1.2,701+,-
1001-1200,Kagoshima University,Japan,6.1,601+,2.9,601+,63.6,216,3.5,701+,3.8,701+,2.8,701+,26.6,701+,1.7,701+,1,701+,-
1001-1200,Kangwon National University ,South Korea,4.8,601+,4.7,601+,22.2,632,8.2,701+,4.7,701+,2.6,701+,27.6,701+,2.8,701+,34.5,411=,-
1001-1200,Kazakh-British Technical University,Kazakhstan,14.4,601+,28.2,339,16.1,701+,1.5,701+,6,701+,2.5,701+,13.8,701+,3.4,701+,1.2,701+,-
1001-1200,Kent State University,United States,5.5,601+,2.9,601+,6.2,701+,12.7,674,19.2,611,6.6,701+,57.1,660,7.6,701+,2.8,701+,-
1001-1200,Kyushu Institute of Technology ,Japan,4.6,601+,5.4,601+,9.6,701+,25.6,491,7.1,701+,3.5,701+,20.6,701+,1.9,701+,1.1,701+,-
1001-1200,Leeds Beckett University,United Kingdom,4.5,601+,5.9,601+,3.8,701+,7.5,701+,39.1,424,27.4,452,24.8,701+,8.5,701+,1.5,701+,-
1001-1200,Lobachevsky University,Russia,7.9,601+,3.9,601+,41.1,382,2,701+,2,701+,22.3,514,18.1,701+,3.2,701+,1.3,701+,-
1001-1200,Lodz University of Technology,Poland,5,601+,3.4,601+,46.2,335,8.9,701+,3.3,701+,4,701+,50.7,701+,3.2,701+,4,701+,-
1001-1200,London Metropolitan University,United Kingdom,5,601+,3,601+,3.8,701+,3.3,701+,59.5,327,100,22,16.1,701+,13.5,701+,1,701+,-
1001-1200,Loyola University Chicago,United States,8.5,601+,17.3,497,23.2,620,7,701+,6.5,701+,3,701+,39.5,701+,13.2,701+,1.9,701+,-
1001-1200,Lviv Polytechnic National University,Ukraine,8.4,601+,13.5,598,28.4,546,1.9,701+,1.4,701+,1.2,701+,18.9,701+,15.2,654,11.5,632=,-
1001-1200,Marmara University,Turkey,8.1,601+,11.4,601+,4.4,701+,2.4,701+,2.9,701+,4.2,701+,45.3,701+,23.9,474,2.7,701+,-
1001-1200,Mississippi State University,United States,6.2,601+,3.6,601+,7.4,701+,17.4,592,8.9,701+,3.1,701+,50.6,701+,7.1,701+,4.5,701+,-
1001-1200,Multimedia University (MMU),Malaysia,11,601+,15.4,549,10.9,701+,4.7,701+,28.5,504,30.3,426,19.6,701+,3.8,701+,3.7,701+,-
1001-1200,Mustansiriyah University,Iraq,5,601+,8.4,601+,51.2,299,1.3,701+,35.7,446,3.6,701+,14,701+,4.2,701+,1.1,701+,-
1001-1200,Mutah University,Jordan,9.1,601+,11,601+,11,701+,1.8,701+,10.1,701+,32.5,410,25.7,701+,7.3,701+,1.6,701+,-
1001-1200,Mykolas Romeris University,Lithuania,6.2,601+,8.7,601+,13.9,701+,4.5,701+,14,685,35.3,387,15,701+,47.2,273,11.8,623=,-
1001-1200,Nanjing Normal University,China (Mainland),5,601+,1.8,601+,15.8,701+,26.8,478,,,4.2,701+,53.3,701+,4.4,701+,2.9,701+,-
1001-1200,Narxoz University,Kazakhstan,9.6,601+,7.5,601+,12.9,701+,1.3,701+,14.9,667,6.2,701+,1,701+,60.3,200,1.4,701+,-
1001-1200,National Chung Cheng University,Taiwan,12.5,601+,24.9,382,14.5,701+,4.9,701+,4.7,701+,3.5,701+,21.4,701+,2.7,701+,9.9,667=,-
1001-1200,"National Technical University ""Kharkiv Polytechnic Institute""",Ukraine,6.5,601+,10.6,601+,54.3,280,1.3,701+,1.7,701+,20.1,538,11.4,701+,4,701+,1.6,701+,-
1001-1200,National University of Kyiv-Mohyla Academy (NaUKMA),Ukraine,5.1,601+,10.6,601+,44.2,351,1.2,701+,2.1,701+,1.1,701+,6.3,701+,13.5,701+,1,701+,-
1001-1200,NJSC KIMEP University,Kazakhstan,5.9,601+,14.3,576,13.8,701+,4,701+,75.6,258,15.7,611,2.5,701+,27.6,437,1,701+,-
1001-1200,Northern Arizona University,United States,5.8,601+,6.2,601+,5.1,701+,13.1,665,3,701+,3.1,701+,55.1,695,4.6,701+,6.4,701+,-
1001-1200,Northwest University (China),China (Mainland),4,601+,1.4,601+,48.8,321,17.2,596,3.5,701+,2.6,701+,33.9,701+,3,701+,1.4,701+,-
1001-1200,O.P. Jindal Global University,India,8.8,601+,10,601+,53.8,282,1.6,701+,18,628,1.2,701+,8.4,701+,3.2,701+,2.3,701+,-
1001-1200,Ohio University,United States,8.1,601+,5.5,601+,5.7,701+,10.5,701+,2.4,701+,3.3,701+,41.4,701+,16.9,616,2.7,701+,-
1001-1200,Panjab University,India,7.8,601+,7.3,601+,6.2,701+,24.1,507,,,1.7,701+,30.9,701+,31.8,398,2.4,701+,-
1001-1200,Paul Valéry University Montpellier,France,11.8,601+,2.8,601+,2.9,701+,5.3,701+,5,701+,32.2,411,48.3,701+,2.1,701+,2.8,701+,-
1001-1200,Pontifícia Universidade Católica de São Paulo,Brazil,10.1,601+,14.8,562,37.6,426,1.2,701+,3.8,701+,1.2,701+,1.8,701+,34.1,369,1,701+,-
1001-1200,Poznan University of Technology,Poland,7.8,601+,6.8,601+,31.6,501,6.3,701+,2.3,701+,5.7,701+,44.9,701+,5.2,701+,1.4,701+,-
1001-1200,Rochester Institute of Technology (RIT),United States,7.2,601+,10.7,601+,19.2,695,6.3,701+,4.7,701+,16.1,604,36.8,701+,9,701+,34.5,411=,-
